Notice Type,Community,Notice ID,Address,Description,Conditions,Approval Type,Meeting Date,Decision,Search DMIS,In Date,Order Date,Ward,Neighbourhood,Location,Roll Number,Appeal Date,Report/Plan URL,Point,Plain Language,Wards,Neighborhoods,Zip Codes,Electoral Ward 2018
DEMO,Riel,16-120033,740 John Bruce RD E,"Intention to demolish a dwelling without a building permit for construction of a new building, or renovation of the existing building, or the establishment of some other permitted use being completed within one year, in the case of a one or two family dwelling and in other cases, two years, from the date of commencement of the demolition as required, under Part 3, Section 6 of By-Law No. 160/2011.",,Meeting,06/06/2016,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=16-120033,18/04/2016,10/06/2016,St. Vital,Royalwood,"(49.83348752912716, -97.08652815282915)",,06/29/2016 12:00:00 AM,,POINT (-97.08652815282915 49.83348752912716),,8,210,,10
CONDITIONAL USE,Assiniboia,16-120103/B,106 Thatcher DR,"For a Conditional Use under Zoning By-Law No. 200/2006 to  permit the establishment of a secondary suite, attached use accessory to a single family dwelling use.","1) That, if the Conditional Use granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Conditional Use shall terminate.
2) That, the attached secondary suite, accessory to the single-family dwelling use shall be developed and maintained in substantial conformance with the floor plan submitted and identified as Sheet 1 of 5 to DAV 16-120103/B.
3) That, a maximum of two (2) bedrooms and one (1) bathroom shall be permitted within the accessory attached secondary suite 
4) That, the common storage area at the southwest corner of the lower level of the single-family dwelling shall be for the use of the principal dwelling only and not the attached secondary suite.
5) That, single-room occupancy shall not be permitted on the premises.",Internal,,Approved with Condition(s),,18/04/2016,23/11/2016,Waverley West,Montcalm,"(49.81471660216866, -97.14747626960141)",3091740900,,,POINT (-97.14747626960141 49.81471660216866),,7,167,,7
VARIANCE,Riel,16-120192/D,42 Smuggler's COVE,"To vary the ""R1-M"" dimensional standards of Zoning By-Law No. 200/2006 for the construction of a sunroom addition to a single family dwelling to permit a north side yard of 2.5 feet (0.76 metres) instead of 4  feet (1.22 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.",Meeting,04/07/2016,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=16-120192/D,19/04/2016,08/07/2016,St. Boniface,Island Lakes,"(49.83679773678047, -97.05062870796615)",6003979000,07/27/2016 12:00:00 AM,,POINT (-97.05062870796615 49.83679773678047),,8,208,,13
CONDITIONAL USE,City Centre,16-120657/C,99 Osborne ST Unit 303,For a Conditional Use under Zoning By-Law No. 200/2006 to  permit the establishment of an outdoor dining and drinking area accessory to a restaurant exceeding 100 square feet ( 9.29 square metres).,,Meeting,18/05/2016,,,20/04/2016,20/05/2016,Fort Rouge - East Fort Garry,McMillan,"(49.87864711281499, -97.14640578511943)",12032116000,06/06/2016 12:00:00 AM,,POINT (-97.14640578511943 49.87864711281499),,6,156,,15
VARIANCE,Lord Selkirk-West Kildonan,16-120717/B,99 George AVE,"To vary the ""Multiple Use"" Sector regulations of Downtown Zoning By-Law No. 100/2004 for the construction of a detached garage to permit the following:
1) a rear yard of 2 feet (0.61 metres) instead of 20 feet (6.1 metres);
2) a height of 13 feet (3.96 metres) instead of the minimum 25 feet (7.6 metres).",,Internal,,Approved,,21/04/2016,28/06/2016,Point Douglas,South Point Douglas,"(49.901745934380735, -97.13113985588424)",13081130000,,,POINT (-97.13113985588424 49.901745934380735),,12,180,,1
VARIANCE,Lord Selkirk-West Kildonan,16-120801/C,1899 William AVE W,"To vary the ""R1-M PDO Airport Vicinity"" Dimensional Standards of Zoning By-law No. 200/2006 for the establishment of two (2) residential building lots to permit:
1) lot areas of 2600 square feet (241.55 square metres) instead of 3500 square feet (325.16 square metres);
2) for the construction of a single family dwelling on Lot 54 to permit a west side yard of 2 feet (0.61 metres) instead of 3 feet (0.91 metres);
3) for the construction of a single family dwelling on Lot 55 to permit an east side yard of 2 feet (0.61 metres) instead of 3 feet (0.91 metres).",,Meeting,01/06/2016,,,21/04/2016,03/06/2016,Point Douglas,Brooklands,"(49.919080957647154, -97.20041549518501)",,06/20/2016 12:00:00 AM,,POINT (-97.20041549518501 49.919080957647154),,13,191,,1
CONDITIONAL USE,Riel,16-120877/C,421 Edgewood ST,For a Conditional Use under Zoning By-Law No. 200/2006 to permit the construction of a multi-family dwelling use.,,Meeting,07/07/2016,,,21/04/2016,20/05/2016,St. Boniface,Norwood East,"(49.87947194866044, -97.10720190365811)",6093464795,06/06/2016 12:00:00 AM,,POINT (-97.10720190365811 49.87947194866044),,8,49,,13
VARIANCE,Riel,16-120880/C,421 Edgewood ST,"To vary the ""R2"" dimensional standards of Zoning By-Law No. 200/2006 as follows: 
1) For the construction of a multi-family dwelling to permit:
  a) a front yard of 24 feet (7.32 metres) instead of 26 feet (7.92 metres)
2) For the establishment of an accessory parking area to permit:
  a) Parking stalls 9 feet (2.74 metres) to the window to a habitable room instead of 10 feet (3.05 
      metres)
  b) insufficient rear buffering of the parking area to an adjacent residential zoning district.","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,07/07/2016,,,21/04/2016,20/05/2016,St. Boniface,Norwood East,"(49.87947194866044, -97.10720190365811)",6093464795,06/06/2016 12:00:00 AM,,POINT (-97.10720190365811 49.87947194866044),,8,49,,13
APPEAL,Riel,16-120880/C,421 Edgewood ST,"To vary the ""R2"" dimensional standards of Zoning By-Law No. 200/2006 as follows: 
1) For the construction of a multi-family dwelling to permit:
  a) a front yard of 24 feet (7.32 metres) instead of 26 feet (7.92 metres)
2) For the establishment of an accessory parking area to permit:
  a) Parking stalls 9 feet (2.74 metres) to the window to a habitable room instead of 10 feet (3.05 
      metres)
  b) insufficient rear buffering of the parking area to an adjacent residential zoning district.","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,07/07/2016,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=16-120880/C,21/04/2016,20/05/2016,St. Boniface,Norwood East,"(49.87947194866044, -97.10720190365811)",6093464795,06/06/2016 12:00:00 AM,,POINT (-97.10720190365811 49.87947194866044),,8,49,,13
CONDITIONAL USE,East Kildonan-Transcona,16-120994/B,282 Woodbine AVE,"For a Conditional Use under Zoning By-Law No. 200/2006 to permit the establishment of a secondary suite, attached use accessory to a single family dwelling.","1) That, if the Conditional Use granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That, the single-family dwelling on the land shall be developed in substantial conformance with plans submitted and identified as Sheet s 1 to 5 to DCU 16-120994/B.",Internal,,Approved with Condition(s),,22/04/2016,31/05/2016,North Kildonan,Riverbend,"(49.95734128751728, -97.09667949136981)",5009425170,,,POINT (-97.09667949136981 49.95734128751728),,2,5,,9
VARIANCE,Riel,16-121001/B,376 Turnbull DR,"To vary the ""A"" dimensional standards of Zoning By-Law No. 200/2006 for the construction of a detached garage with workshop to permit a south side yard of 6 feet (1.83 metres) instead of 25 feet (7.62 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That, the detached garage shall be constructed in substantial conformance with plans submitted and identified as Sheets 1 to 4 of DAV 16-121001/B.",Internal,,Approved with Condition(s),,22/04/2016,11/05/2016,St. Norbert - Seine River,Turnbull Drive,"(49.745732464061255, -97.13064596763827)",3020000100,,,POINT (-97.13064596763827 49.745732464061255),,7,152,,3
VARIANCE,East Kildonan-Transcona,16-121079/B,282 Woodbine AVE,"To vary the ""R1-M"" Dimensional Standards of Zoning By-Law No. 200/2006 for the construction of a single family dwelling to permit an east side yard of 3.5 feet (1.07 metres) instead of 3.75 feet (1.14 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That, the single-family dwelling on the land shall be developed in substantial conformance with plans submitted and identified as Sheet s 1 to 5 to DAV 16-121079/B.",Internal,,Approved with Condition(s),,22/04/2016,31/05/2016,North Kildonan,Riverbend,"(49.95734128751728, -97.09667949136981)",5009425170,,,POINT (-97.09667949136981 49.95734128751728),,2,5,,9
VARIANCE,Assiniboia,16-121128/C,2001 Portage AVE,"To vary the ""C2 PDO Airport Vicinity"" dimensional standards of Zoning By-Law No. 200/2006 for the construction of an addition to a commercial building to permit a rear yard of 6 feet (1.83 metres) instead of 25  feet (7.62 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,18/05/2016,,,22/04/2016,20/05/2016,St. James,Deer Lodge,"(49.87858103638737, -97.22757219614759)",7055160000,06/06/2016 12:00:00 AM,,POINT (-97.22757219614759 49.87858103638737),,13,165,,4
VARIANCE,Assiniboia,16-121139/C,305 Rutland ST,"To vary the ""R1-M PDO Airport Vicinity"" Dimensional Standards of Zoning By-law No. 200/2006 as follows:
1) for the establishment of two (2) residential building lots to permit lot areas of 2520 square feet (234.14 square metres) instead of 3500 square feet (325.16 square metres);
2) for the maintenance of a single family dwelling on Lot 22 to permit no south side yard instead of 3 feet (0.91 metres) (single family dwelling encroaches into Lot 21).",,Meeting,13/10/2016,,,22/04/2016,02/08/2016,St. James,King Edward,"(49.88282030884723, -97.22055913574854)",,08/19/2016 12:00:00 AM,,POINT (-97.22055913574854 49.88282030884723),,13,131,,4
APPEAL,Assiniboia,16-121139/C,305 Rutland ST,"To vary the ""R1-M PDO Airport Vicinity"" Dimensional Standards of Zoning By-law No. 200/2006 as follows:
1) for the establishment of two (2) residential building lots to permit lot areas of 2520 square feet (234.14 square metres) instead of 3500 square feet (325.16 square metres);
2) for the maintenance of a single family dwelling on Lot 22 to permit no south side yard instead of 3 feet (0.91 metres) (single family dwelling encroaches into Lot 21).",,Meeting,13/10/2016,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=16-121139/C,22/04/2016,02/08/2016,St. James,King Edward,"(49.88282030884723, -97.22055913574854)",,08/19/2016 12:00:00 AM,,POINT (-97.22055913574854 49.88282030884723),,13,131,,4
